Event,Campaign,Station,Type,"Date/Time (GPS Navigator, Koden, KGP-920)","Longitude (GPS Navigator, Koden, KGP-920)","Latitude (GPS Navigator, Koden, KGP-920)","Elevation [m a.s.l.] (Echosounder, Elac-Nautik, Hyd...)","Depth water [m] (CTD, Sea-Bird, SBE 25plus; ca...)","Temp [°C] (CTD, Sea-Bird, SBE 25plus; ca...)","Sal (PSU, CTD, Sea-Bird, SBE 25plu...)","Sigma-theta [kg/m**3] (CTD, Sea-Bird, SBE 25plus; ca...)","DO [mg/l] (CTD, Sea-Bird, SBE 25plus; me...)","DO [%] (CTD, Sea-Bird, SBE 25plus; me...)","Fluorescence [mg/m**3] (CTD, Sea-Bird, SBE 25plus; me...)","Turbidity [NTU] (CTD, Sea-Bird, SBE 25plus; me...)","PAR (CTD, Sea-Bird, SBE 25plus; me...)","Press [dbar] (CTD, Sea-Bird, SBE 25plus; ca...)","Cond [mS/cm] (CTD, Sea-Bird, SBE 25plus; me...)","pH (determined in laboratory, pH ...)","Temp [°C] (determined in laboratory, pH ...)","Eh [mV] (determined in laboratory, Red...)",z(SD) [m] (Secchi disc),"[PO4]3- [µmol/l] (determined in laboratory, Aut...)","TP [µmol/l] (determined in laboratory, Aut...)","Si(OH)4 [µmol/l] (determined in laboratory, Aut...)","[NO3]- + [NO2]- [µmol/l] (determined in laboratory, Aut...)","[NH4]+ [µmol/l] (determined in laboratory, Aut...)","TN [µmol/l] (determined in laboratory, Aut...)","Chl a [µg/l] (determined in laboratory, Aut...)","DO [mg/l] (determined in laboratory, Win...)"
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,81,8.8137,18.9809,14.6293,8.046,78.319,0.0375,0.1015,0.1064,81.667,21.2402,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,82,8.8284,18.9947,14.6384,7.9114,77.042,0.0351,0.0968,0.1065,82.675,21.2628,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,83,8.8543,19.0178,14.6532,7.7551,75.576,0.0403,0.0968,0.1065,83.684,21.3009,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,84,8.8771,19.0348,14.6637,7.6252,74.357,0.0425,0.1052,0.1065,84.692,21.3311,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,85,8.8934,19.0522,14.6753,7.5111,73.28,0.0392,0.1085,0.1064,85.701,21.3582,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,86,8.8635,19.0677,14.691,7.5105,73.232,0.0476,0.0981,0.1065,86.709,21.3579,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,87,8.8335,19.0749,14.7003,7.5274,73.349,0.0502,0.1041,0.1065,87.718,21.3492,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,88,8.8462,19.0922,14.7122,7.4653,72.774,0.0498,0.1047,0.1065,88.726,21.3741,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,89,8.8312,19.1118,14.7293,7.364,71.77,0.0416,0.1056,0.1065,89.734,21.3863,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,90,8.8265,19.1363,14.749,7.2214,70.384,0.0415,0.1021,0.1064,90.743,21.409,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,91,8.7907,19.1522,14.7657,7.1398,69.539,0.0508,0.1066,0.1064,91.751,21.4059,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,92,8.7914,19.1712,14.7805,7.023,68.41,0.0401,0.1073,0.1064,92.76,21.426,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,93,8.8111,19.2054,14.8048,6.8262,66.539,0.043,0.1106,0.1064,93.768,21.4721,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,94,8.8179,19.2436,14.8338,6.5996,64.355,0.0362,0.113,0.1064,94.777,21.5153,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,95,8.8461,19.2946,14.8701,6.2757,61.256,0.046,0.1118,0.1065,95.785,21.5833,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,96,8.8986,19.3359,14.8957,5.9415,58.08,0.0495,0.1097,0.1065,96.794,21.655,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,97,8.8902,19.3642,14.9189,5.7292,56.005,0.0467,0.1134,0.1065,97.802,21.6796,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,98,8.9246,19.4079,14.9487,5.4389,53.224,0.0519,0.1119,0.1065,98.811,21.7439,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,99,8.955,19.4717,14.9947,5.017,49.149,0.0526,0.1124,0.1065,99.819,21.8266,,,,,,,,,,,,
2025-09_ASTRA_25_14,2025-09_ASTRA,25_14,C,2025-09-16T18:11:00,31.049801,43.380402,-1300,100,8.9881,19.5215,15.0294,4.6336,45.442,0.0413,0.1137,0.1065,100.828,21.8965,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,1,23.8255,18.7774,11.4571,7.5036,98.94,0.2643,0.1607,0.2848,1.008,29.598,8.438,22.2,186.3,,0.02,0.2942,0.06,0.05,0.1821,8.5975,0.373,7.4952
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,2,23.8494,18.7792,11.452,7.5065,99.022,0.2611,0.1789,0.2399,2.016,29.6152,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,3,23.8473,18.7788,11.4523,7.505,98.999,0.261,0.1627,0.1902,3.024,29.6138,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,4,23.8514,18.7793,11.4516,7.5039,98.992,0.2574,0.1637,0.1493,4.032,29.6173,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,5,23.854,18.7799,11.4512,7.5017,98.967,0.2678,0.1685,0.1372,5.04,29.6198,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,6,23.8496,18.7794,11.4521,7.4951,98.871,0.2699,0.1825,0.1186,6.048,29.6168,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,7,23.8439,18.7793,11.4535,7.4408,98.146,0.2638,0.1729,0.1062,7.056,29.6134,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,8,23.8493,18.7796,11.4523,7.4061,97.698,0.2606,0.1623,0.1039,8.064,29.6174,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,9,23.8527,18.7799,11.4516,7.4298,98.016,0.264,0.1725,0.1037,9.072,29.6202,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,10,23.8532,18.7804,11.4519,7.4905,98.818,0.2675,0.1814,0.1037,10.08,29.6216,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,11,23.8505,18.7825,11.4541,7.4402,98.151,0.2779,0.1999,0.1037,11.089,29.623,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,12,23.8495,18.7839,11.4555,7.4119,97.777,0.2749,0.174,0.1037,12.097,29.6247,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,13,23.8461,18.7855,11.4576,7.4596,98.401,0.2864,0.1789,0.1037,13.105,29.6252,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,14,23.845,18.7862,11.4584,7.4671,98.498,0.2933,0.1755,0.1037,14.113,29.6258,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,15,23.8293,18.7934,11.4681,7.4397,98.113,0.304,0.1772,0.1037,15.121,29.627,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,16,23.7878,18.8058,11.4888,7.447,98.143,0.326,0.1901,0.1037,16.129,29.6202,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,17,23.758,18.8139,11.5029,7.4698,98.396,0.3295,0.2414,0.1037,17.138,29.6141,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,18,23.7326,18.823,11.5166,7.467,98.319,0.3456,0.585,0.1037,18.146,29.6121,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,19,23.711,18.8301,11.528,7.4854,98.527,0.3398,0.4144,0.1037,19.153,29.6097,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,20,23.6864,18.8287,11.5336,7.4065,97.445,0.3662,0.3293,0.1037,20.162,29.5931,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,21,23.5295,18.8059,11.5588,7.279,95.481,0.4357,0.2241,0.1037,21.17,29.4668,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,22,20.296,18.8819,12.434,8.4771,104.67,0.5513,0.1776,0.1037,22.178,27.6497,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,23,16.7332,18.7792,13.1671,9.5123,109.684,0.647,0.1685,0.1037,23.186,25.437,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,24,14.6942,18.7349,13.5314,10.037,110.951,0.6605,0.1736,0.1037,24.194,24.2231,8.354,17.8,167.6,,0.02,0.2974,3.6237,0.05,0.324,10.1797,0.371,9.8483
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,25,14.2321,18.7276,13.6093,9.927,108.667,0.6247,0.1936,0.1037,25.202,23.9542,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,26,13.5566,18.7439,13.7424,9.5444,103.014,0.6504,0.2002,0.1037,26.21,23.5939,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,27,12.6646,18.7709,13.9138,9.5235,100.862,0.7095,0.2112,0.1037,27.218,23.1259,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,28,11.9001,18.7551,14.0249,9.7174,101.216,0.761,0.2162,0.1037,28.227,22.6832,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,29,11.7393,18.7539,14.0491,9.6444,100.103,0.8511,0.232,0.1037,29.235,22.5932,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,30,11.4466,18.7685,14.105,9.5625,98.627,0.9188,0.2349,0.104,30.243,22.4477,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,31,11.0299,18.7782,14.1746,9.6054,98.169,1.0033,0.2405,0.1046,31.251,22.2285,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,32,10.7685,18.7777,14.2121,9.6047,97.594,1.1205,0.2294,0.1055,32.26,22.0844,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,33,10.448,18.7672,14.2494,9.6756,97.607,1.1252,0.2077,0.1051,33.268,21.8975,8.319,13.8,173.2,,0.0453,0.296,5.0545,0.05,0.2679,8.5725,0.21,9.5115
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,34,10.1766,18.7618,14.2828,9.7356,97.613,1.0429,0.1875,0.1053,34.276,21.7434,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,35,10.0032,18.7697,14.3125,9.7239,97.121,0.9874,0.1733,0.1064,35.285,21.6572,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,36,10.003,18.8049,14.34,9.5465,95.37,0.9402,0.1839,0.1065,36.293,21.6946,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,37,9.9971,18.8346,14.3638,9.3877,93.789,0.9244,0.1923,0.1065,37.301,21.723,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,38,9.9369,18.8442,14.3794,9.3429,93.221,0.8813,0.1891,0.1065,38.309,21.7005,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,39,9.8623,18.8744,14.4129,9.2632,92.288,0.7055,0.1913,0.1064,39.317,21.6916,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,40,9.7786,18.8916,14.4373,9.2166,91.66,0.5671,0.187,0.1064,40.325,21.664,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,41,9.7039,18.8991,14.453,9.1605,90.953,0.4664,0.186,0.1064,41.333,21.6313,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,42,9.5846,18.9137,14.48,9.1251,90.364,0.3841,0.1877,0.1064,42.342,21.5814,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,43,9.5077,18.9195,14.4945,9.0959,89.921,0.3379,0.1836,0.1064,43.35,21.5456,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,44,9.4406,18.9199,14.5035,9.0536,89.367,0.3008,0.1755,0.1064,44.358,21.5096,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,45,9.2814,18.9194,14.5234,9.009,88.604,0.254,0.1647,0.1063,45.367,21.4222,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,46,9.1525,18.9185,14.5389,8.9676,87.936,0.2091,0.1561,0.1063,46.375,21.3511,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,47,9.0642,18.9188,14.5502,8.9467,87.554,0.1889,0.1552,0.1063,47.383,21.3035,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,48,9.0493,18.9254,14.5572,8.8924,86.997,0.2046,0.1493,0.1063,48.392,21.3025,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,49,9.0104,18.9619,14.5905,8.7695,85.738,0.1953,0.146,0.1063,49.4,21.3191,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,50,8.9223,18.9817,14.6167,8.6487,84.397,0.1685,0.1429,0.1063,50.408,21.2916,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,51,8.8328,18.9868,14.6316,8.5497,83.263,0.1398,0.1407,0.1064,51.416,21.2482,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,52,8.7295,18.9878,14.6449,8.5043,82.624,0.1301,0.1494,0.1065,52.425,21.193,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,53,8.7067,19.0108,14.6656,8.4752,82.309,0.1197,0.1589,0.1065,53.433,21.2044,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,54,8.6875,19.0364,14.6878,8.4358,81.905,0.1116,0.1582,0.1065,54.441,21.2202,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,55,8.6689,19.0575,14.7066,8.2423,80.002,0.1038,0.1513,0.1065,55.45,21.2319,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,56,8.6704,19.0947,14.7354,7.8793,76.499,0.0881,0.1676,0.1065,56.458,21.271,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,57,8.6826,19.1523,14.7789,7.5401,73.255,0.0826,0.1687,0.1065,57.466,21.3367,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,58,8.7002,19.18,14.7984,7.3015,70.978,0.0846,0.148,0.1065,58.475,21.3749,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,59,8.7269,19.2349,14.838,6.8997,67.137,0.0976,0.1425,0.1065,59.483,21.446,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,60,8.7758,19.3518,14.9232,6.2263,60.697,0.1011,0.1427,0.1065,60.491,21.5926,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,61,8.8272,19.4351,14.9819,5.6111,54.793,0.0891,0.142,0.1065,61.499,21.7066,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,62,8.8725,19.5057,15.0314,5.0909,49.791,0.0962,0.1401,0.1065,62.508,21.8043,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,63,8.8859,19.5508,15.0649,4.6971,45.966,0.1166,0.1403,0.1065,63.516,21.8582,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,64,8.9114,19.5994,15.0996,4.2961,42.079,0.1424,0.1323,0.1065,64.525,21.9225,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,65,8.942,19.6586,15.142,3.8542,37.793,0.1294,0.1387,0.1065,65.533,22.0007,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,66,8.966,19.7217,15.1881,3.4282,33.647,0.1173,0.1395,0.1065,66.541,22.079,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,67,8.9905,19.7858,15.2351,3.0164,29.635,0.1154,0.143,0.1065,67.55,22.1589,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,68,9.0136,19.8412,15.2754,2.7155,26.702,0.0942,0.1485,0.1065,68.558,22.229,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,69,9.0226,19.8788,15.3036,2.5055,24.648,0.0695,0.1412,0.1065,69.567,22.273,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,70,9.0297,19.9344,15.346,2.2401,22.049,0.0692,0.1389,0.1065,70.575,22.3343,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,71,9.0324,19.9746,15.377,2.0396,20.082,0.0676,0.1484,0.1065,71.583,22.3773,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,72,9.0317,20.0141,15.4079,1.8566,18.285,0.0628,0.149,0.1065,72.592,22.4176,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,73,9.0351,20.0523,15.4372,1.656,16.314,0.0605,0.1364,0.1065,73.6,22.459,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,74,9.0389,20.0886,15.465,1.4047,13.843,0.0588,0.1309,0.1065,74.608,22.4986,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,75,9.0361,20.1299,15.4976,1.1646,11.479,0.0603,0.1343,0.1065,75.617,22.5396,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,76,9.0269,20.1612,15.5231,0.9926,9.783,0.0575,0.1429,0.1065,76.625,22.5666,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,77,9.0232,20.1806,15.5387,0.877,8.645,0.057,0.1495,0.1065,77.634,22.5846,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,78,9.0221,20.1915,15.5474,0.7749,7.639,0.0527,0.1417,0.1065,78.642,22.5954,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,79,9.0188,20.2383,15.5842,0.6329,6.24,0.0518,0.1315,0.1065,79.65,22.6416,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,80,9.0166,20.2654,15.6057,0.5384,5.309,0.0504,0.1283,0.1065,80.659,22.6684,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,81,9.0092,20.3001,15.6337,0.4581,4.517,0.0551,0.1232,0.1065,81.667,22.6999,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,82,9.0043,20.3288,15.6567,0.4081,4.025,0.0576,0.1294,0.1065,82.676,22.7267,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,83,8.9997,20.3578,15.6798,0.4104,4.047,0.0623,0.174,0.1065,83.684,22.7538,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,84,8.9955,20.3888,15.7046,0.4126,4.07,0.0602,0.2236,0.1065,84.693,22.7834,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,85,8.993,20.4069,15.719,0.3718,3.667,0.0542,0.2116,0.1065,85.701,22.8007,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,86,8.9895,20.4219,15.7311,0.3164,3.121,0.0577,0.1645,0.1065,86.709,22.8142,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,87,8.986,20.4456,15.75,0.2761,2.724,0.0741,0.1523,0.1065,87.718,22.8367,,,,,,,,,,,,
2025-09_ASTRA_26_23,2025-09_ASTRA,26_23,C,2025-09-17T03:04:00,29.656799,43.429901,-1120,88,8.9852,20.4643,15.7647,0.2437,2.404,0.0747,0.2125,0.1065,88.726,22.8556,,,,,,,,,,,,
